Source,Target,Type,id,weight
OABUT,IANNOTATE,Undirected,1658,178.0
OABUT,READCUBE,Undirected,1659,528.0
OABUT,UTOPDOCS,Undirected,1660,37.0
OABUT,MENDREAD,Undirected,1661,1073.0
OABUT,HYPOTHES,Undirected,1662,89.0
OABUT,READOTHCL,Undirected,1663,940.0
OABUT,RTOOL,Undirected,1664,1215.0
OABUT,SPSS,Undirected,1665,2093.0
OABUT,MATLAB,Undirected,1666,851.0
OABUT,EXCEL,Undirected,1667,4194.0
OABUT,IPYTHON,Undirected,1668,253.0
OABUT,ROPENSCI,Undirected,1669,142.0
OABUT,DHBOX,Undirected,1670,32.0
OABUT,ANALYZOTHCL,Undirected,1671,1719.0
OABUT,OPSCIFRAM,Undirected,1672,490.0
OABUT,MYEXP,Undirected,1673,116.0
OABUT,BENCHLING,Undirected,1674,37.0
OABUT,PROTOCIO,Undirected,1675,125.0
OABUT,BENCHFLY,Undirected,1676,35.0
OABUT,SCIPROT,Undirected,1677,241.0
OABUT,PROTOCONL,Undirected,1678,162.0
OABUT,NOTEOTHCL,Undirected,1679,963.0
OABUT,WORD,Undirected,1680,5093.0
OABUT,GTDRIVE,Undirected,1681,2209.0
OABUT,AUTHOREA,Undirected,1682,81.0
OABUT,LATEX,Undirected,1683,937.0
OABUT,SCRIVEN,Undirected,1684,169.0
OABUT,OVERLEAF,Undirected,1685,138.0
OABUT,SCALAR,Undirected,1686,30.0
OABUT,WRITEOTHCL,Undirected,1687,647.0
OABUT,ENDNOTE,Undirected,1688,2428.0
OABUT,ZOTERO,Undirected,1689,1065.0
OABUT,REFWORKS,Undirected,1690,787.0
OABUT,MENDREF,Undirected,1691,1472.0
OABUT,PAPERS,Undirected,1692,479.0
OABUT,REFME,Undirected,1693,108.0
OABUT,CITAVI,Undirected,1694,199.0
OABUT,REFOTHCL,Undirected,1695,606.0
OABUT,ARXIV,Undirected,1696,473.0
OABUT,PMC,Undirected,1697,958.0
OABUT,INREP,Undirected,1698,2178.0
OABUT,BIORXIV,Undirected,1699,103.0
OABUT,WORKPAP,Undirected,1700,653.0
OABUT,RGATESHAREPUB,Undirected,1701,2843.0
OABUT,SSRN,Undirected,1702,253.0
OABUT,SHAREPUBOTHCL,Undirected,1703,899.0
OABUT,GITHUB,Undirected,1704,825.0
OABUT,FIGSDATA,Undirected,1705,508.0
OABUT,ZENODATA,Undirected,1706,161.0
OABUT,DRYAD,Undirected,1707,203.0
OABUT,DATAVERSE,Undirected,1708,202.0
OABUT,PANGAEA,Undirected,1709,66.0
OABUT,BITBUCK,Undirected,1710,180.0
OABUT,DATAOTHCL,Undirected,1711,578.0
OABUT,JCRIFSEL,Undirected,1712,2095.0
OABUT,DOAJ,Undirected,1713,1026.0
OABUT,SCOPSEL,Undirected,1714,1479.0
OABUT,SHERPAROM,Undirected,1715,593.0
OABUT,QOAM,Undirected,1716,104.0
OABUT,SCIMAGO,Undirected,1717,725.0
OABUT,JOURNALYS,Undirected,1718,277.0
OABUT,JRNLOTHCL,Undirected,1719,663.0
OABUT,JTOPTRAD,Undirected,1720,3907.0
OABUT,JTOPOA,Undirected,1721,2216.0
OABUT,MEGATRAD,Undirected,1722,1431.0
OABUT,MEGAOA,Undirected,1723,1331.0
OABUT,DATAJRNL,Undirected,1724,120.0
OABUT,WINNOWER,Undirected,1725,49.0
OABUT,F1000RES,Undirected,1726,173.0
OABUT,PUBLOTHCL,Undirected,1727,392.0
OABUT,SPEAKER,Undirected,1728,89.0
OABUT,SLIDSHA,Undirected,1729,1346.0
OABUT,F1000POS,Undirected,1730,170.0
OABUT,SCIOPPO,Undirected,1731,145.0
OABUT,FIGSPOST,Undirected,1732,394.0
OABUT,ZENOPOST,Undirected,1733,89.0
OABUT,VIMEO,Undirected,1734,330.0
OABUT,POSTOTHCL,Undirected,1735,589.0
OABUT,WIKIPEDIA,Undirected,1736,1031.0
OABUT,RESBLOG,Undirected,1737,330.0
OABUT,WORDPRESS,Undirected,1738,1075.0
OABUT,KUDOS,Undirected,1739,162.0
OABUT,FAMELAB,Undirected,1740,61.0
OABUT,PINTSCI,Undirected,1741,62.0
OABUT,TWITTER,Undirected,1742,1909.0
OABUT,TELLOTHCL,Undirected,1743,905.0
OABUT,SCHOLARCIT,Undirected,1744,3260.0
OABUT,RGATEPROF,Undirected,1745,3540.0
OABUT,ORCID,Undirected,1746,2125.0
OABUT,ACADEMIA,Undirected,1747,1768.0
OABUT,RESID,Undirected,1748,1018.0
OABUT,INSTPAGE,Undirected,1749,1523.0
OABUT,MYSCIWORK,Undirected,1750,63.0
OABUT,RESPROFOTHCL,Undirected,1751,430.0
OABUT,PERRSCI,Undirected,1752,235.0
OABUT,PUBLONS,Undirected,1753,256.0
OABUT,PMCCOMMONS,Undirected,1754,377.0
OABUT,PUBPEER,Undirected,1755,231.0
OABUT,PAPARCRIT,Undirected,1756,127.0
OABUT,RUBRIQ,Undirected,1757,50.0
OABUT,KARMA,Undirected,1758,69.0
OABUT,PROTHCL,Undirected,1759,144.0
OABUT,JCRIFIMP,Undirected,1760,2279.0
OABUT,ALTMETRIC,Undirected,1761,1169.0
OABUT,SCOPID,Undirected,1762,1976.0
OABUT,IMPSTOR,Undirected,1763,296.0
OABUT,PLOSALM,Undirected,1764,605.0
OABUT,WOSIMP,Undirected,1765,2382.0
OABUT,HARZPOP,Undirected,1766,208.0
OABUT,IMPACTOTHCL,Undirected,1767,416.0
DEEPDYVE,DEEPDYVE,Undirected,1781,159.0
DEEPDYVE,MAILAUTH,Undirected,1782,76.0
DEEPDYVE,ACCESSOTHCL,Undirected,1783,31.0
DEEPDYVE,GSCHOLALERT,Undirected,1784,104.0
DEEPDYVE,JRNLTOCS,Undirected,1785,42.0
DEEPDYVE,BROWZINE,Undirected,1786,11.0
DEEPDYVE,MENDALERT,Undirected,1787,33.0
DEEPDYVE,F1000PRI,Undirected,1788,17.0
DEEPDYVE,SPARRHO,Undirected,1789,9.0
DEEPDYVE,RGATEALERT,Undirected,1790,89.0
DEEPDYVE,ALERTOTHCL,Undirected,1791,29.0
DEEPDYVE,ACROBAT,Undirected,1792,150.0
DEEPDYVE,HTMLVIEW,Undirected,1793,82.0
DEEPDYVE,IANNOTATE,Undirected,1794,12.0
DEEPDYVE,READCUBE,Undirected,1795,33.0
DEEPDYVE,UTOPDOCS,Undirected,1796,10.0
DEEPDYVE,MENDREAD,Undirected,1797,41.0
DEEPDYVE,HYPOTHES,Undirected,1798,9.0
DEEPDYVE,READOTHCL,Undirected,1799,22.0
DEEPDYVE,RTOOL,Undirected,1800,38.0
DEEPDYVE,SPSS,Undirected,1801,63.0
DEEPDYVE,MATLAB,Undirected,1802,38.0
DEEPDYVE,EXCEL,Undirected,1803,122.0
DEEPDYVE,IPYTHON,Undirected,1804,12.0
DEEPDYVE,ROPENSCI,Undirected,1805,16.0
DEEPDYVE,DHBOX,Undirected,1806,8.0
DEEPDYVE,ANALYZOTHCL,Undirected,1807,39.0
DEEPDYVE,OPSCIFRAM,Undirected,1808,28.0
DEEPDYVE,MYEXP,Undirected,1809,18.0
DEEPDYVE,BENCHLING,Undirected,1810,7.0
DEEPDYVE,PROTOCIO,Undirected,1811,19.0
DEEPDYVE,BENCHFLY,Undirected,1812,9.0
DEEPDYVE,SCIPROT,Undirected,1813,24.0
DEEPDYVE,PROTOCONL,Undirected,1814,16.0
DEEPDYVE,NOTEOTHCL,Undirected,1815,14.0
DEEPDYVE,WORD,Undirected,1816,147.0
DEEPDYVE,GTDRIVE,Undirected,1817,64.0
DEEPDYVE,AUTHOREA,Undirected,1818,11.0
DEEPDYVE,LATEX,Undirected,1819,34.0
DEEPDYVE,SCRIVEN,Undirected,1820,15.0
DEEPDYVE,OVERLEAF,Undirected,1821,7.0
DEEPDYVE,SCALAR,Undirected,1822,8.0
DEEPDYVE,WRITEOTHCL,Undirected,1823,3.0
DEEPDYVE,ENDNOTE,Undirected,1824,75.0
DEEPDYVE,ZOTERO,Undirected,1825,32.0
DEEPDYVE,REFWORKS,Undirected,1826,33.0
DEEPDYVE,MENDREF,Undirected,1827,49.0
DEEPDYVE,PAPERS,Undirected,1828,32.0
DEEPDYVE,REFME,Undirected,1829,12.0
DEEPDYVE,CITAVI,Undirected,1830,16.0
DEEPDYVE,REFOTHCL,Undirected,1831,19.0
DEEPDYVE,ARXIV,Undirected,1832,29.0
DEEPDYVE,PMC,Undirected,1833,31.0
DEEPDYVE,INREP,Undirected,1834,62.0
DEEPDYVE,BIORXIV,Undirected,1835,10.0
DEEPDYVE,WORKPAP,Undirected,1836,24.0
DEEPDYVE,RGATESHAREPUB,Undirected,1837,92.0
DEEPDYVE,SSRN,Undirected,1838,19.0
DEEPDYVE,SHAREPUBOTHCL,Undirected,1839,21.0
DEEPDYVE,GITHUB,Undirected,1840,24.0
DEEPDYVE,FIGSDATA,Undirected,1841,23.0
DEEPDYVE,ZENODATA,Undirected,1842,12.0
DEEPDYVE,DRYAD,Undirected,1843,13.0
DEEPDYVE,DATAVERSE,Undirected,1844,15.0
DEEPDYVE,PANGAEA,Undirected,1845,9.0
DEEPDYVE,BITBUCK,Undirected,1846,7.0
DEEPDYVE,DATAOTHCL,Undirected,1847,11.0
DEEPDYVE,JCRIFSEL,Undirected,1848,48.0
DEEPDYVE,DOAJ,Undirected,1849,31.0
DEEPDYVE,SCOPSEL,Undirected,1850,54.0
DEEPDYVE,SHERPAROM,Undirected,1851,22.0
DEEPDYVE,QOAM,Undirected,1852,17.0
DEEPDYVE,SCIMAGO,Undirected,1853,37.0
DEEPDYVE,JOURNALYS,Undirected,1854,26.0
DEEPDYVE,JRNLOTHCL,Undirected,1855,13.0
DEEPDYVE,JTOPTRAD,Undirected,1856,110.0
DEEPDYVE,JTOPOA,Undirected,1857,54.0
DEEPDYVE,MEGATRAD,Undirected,1858,50.0
DEEPDYVE,MEGAOA,Undirected,1859,28.0
DEEPDYVE,DATAJRNL,Undirected,1860,14.0
DEEPDYVE,WINNOWER,Undirected,1861,8.0
DEEPDYVE,F1000RES,Undirected,1862,10.0
DEEPDYVE,PUBLOTHCL,Undirected,1863,9.0
DEEPDYVE,SPEAKER,Undirected,1864,10.0
DEEPDYVE,SLIDSHA,Undirected,1865,51.0
DEEPDYVE,F1000POS,Undirected,1866,14.0
DEEPDYVE,SCIOPPO,Undirected,1867,19.0
DEEPDYVE,FIGSPOST,Undirected,1868,18.0
DEEPDYVE,ZENOPOST,Undirected,1869,9.0
DEEPDYVE,VIMEO,Undirected,1870,16.0
DEEPDYVE,POSTOTHCL,Undirected,1871,9.0
DEEPDYVE,WIKIPEDIA,Undirected,1872,47.0
DEEPDYVE,RESBLOG,Undirected,1873,24.0
DEEPDYVE,WORDPRESS,Undirected,1874,43.0
DEEPDYVE,KUDOS,Undirected,1875,10.0
DEEPDYVE,FAMELAB,Undirected,1876,8.0
DEEPDYVE,PINTSCI,Undirected,1877,14.0
DEEPDYVE,TWITTER,Undirected,1878,49.0
DEEPDYVE,TELLOTHCL,Undirected,1879,15.0
DEEPDYVE,SCHOLARCIT,Undirected,1880,102.0
DEEPDYVE,RGATEPROF,Undirected,1881,100.0
DEEPDYVE,ORCID,Undirected,1882,62.0
DEEPDYVE,ACADEMIA,Undirected,1883,66.0
DEEPDYVE,RESID,Undirected,1884,36.0
DEEPDYVE,INSTPAGE,Undirected,1885,31.0
DEEPDYVE,MYSCIWORK,Undirected,1886,11.0
DEEPDYVE,RESPROFOTHCL,Undirected,1887,14.0
DEEPDYVE,PERRSCI,Undirected,1888,25.0
DEEPDYVE,PUBLONS,Undirected,1889,14.0
DEEPDYVE,PMCCOMMONS,Undirected,1890,28.0
DEEPDYVE,PUBPEER,Undirected,1891,19.0
DEEPDYVE,PAPARCRIT,Undirected,1892,14.0
DEEPDYVE,RUBRIQ,Undirected,1893,8.0
DEEPDYVE,KARMA,Undirected,1894,11.0
DEEPDYVE,PROTHCL,Undirected,1895,5.0
DEEPDYVE,JCRIFIMP,Undirected,1896,53.0
DEEPDYVE,ALTMETRIC,Undirected,1897,39.0
DEEPDYVE,SCOPID,Undirected,1898,63.0
DEEPDYVE,IMPSTOR,Undirected,1899,17.0
DEEPDYVE,PLOSALM,Undirected,1900,20.0
DEEPDYVE,WOSIMP,Undirected,1901,70.0
DEEPDYVE,HARZPOP,Undirected,1902,11.0
DEEPDYVE,IMPACTOTHCL,Undirected,1903,12.0
MAILAUTH,MAILAUTH,Undirected,1918,5603.0
MAILAUTH,ACCESSOTHCL,Undirected,1919,1052.0
MAILAUTH,GSCHOLALERT,Undirected,1920,3007.0
MAILAUTH,JRNLTOCS,Undirected,1921,1164.0
MAILAUTH,BROWZINE,Undirected,1922,127.0
MAILAUTH,MENDALERT,Undirected,1923,448.0
MAILAUTH,F1000PRI,Undirected,1924,146.0
MAILAUTH,SPARRHO,Undirected,1925,41.0
MAILAUTH,RGATEALERT,Undirected,1926,2810.0
MAILAUTH,ALERTOTHCL,Undirected,1927,1424.0
MAILAUTH,ACROBAT,Undirected,1928,5075.0
MAILAUTH,HTMLVIEW,Undirected,1929,2690.0
MAILAUTH,IANNOTATE,Undirected,1930,201.0
MAILAUTH,READCUBE,Undirected,1931,468.0
MAILAUTH,UTOPDOCS,Undirected,1932,40.0
MAILAUTH,MENDREAD,Undirected,1933,886.0
MAILAUTH,HYPOTHES,Undirected,1934,78.0
MAILAUTH,READOTHCL,Undirected,1935,1046.0
MAILAUTH,RTOOL,Undirected,1936,1324.0
MAILAUTH,SPSS,Undirected,1937,2181.0
MAILAUTH,MATLAB,Undirected,1938,888.0
MAILAUTH,EXCEL,Undirected,1939,4218.0
MAILAUTH,IPYTHON,Undirected,1940,241.0
MAILAUTH,ROPENSCI,Undirected,1941,129.0
MAILAUTH,DHBOX,Undirected,1942,33.0
MAILAUTH,ANALYZOTHCL,Undirected,1943,1985.0
MAILAUTH,OPSCIFRAM,Undirected,1944,383.0
MAILAUTH,MYEXP,Undirected,1945,109.0
MAILAUTH,BENCHLING,Undirected,1946,30.0
MAILAUTH,PROTOCIO,Undirected,1947,118.0
MAILAUTH,BENCHFLY,Undirected,1948,30.0
MAILAUTH,SCIPROT,Undirected,1949,200.0
MAILAUTH,PROTOCONL,Undirected,1950,137.0
MAILAUTH,NOTEOTHCL,Undirected,1951,1057.0
MAILAUTH,WORD,Undirected,1952,5118.0
MAILAUTH,GTDRIVE,Undirected,1953,2074.0
MAILAUTH,AUTHOREA,Undirected,1954,69.0
MAILAUTH,LATEX,Undirected,1955,1093.0
MAILAUTH,SCRIVEN,Undirected,1956,182.0
MAILAUTH,OVERLEAF,Undirected,1957,136.0
MAILAUTH,SCALAR,Undirected,1958,39.0
MAILAUTH,WRITEOTHCL,Undirected,1959,712.0
MAILAUTH,ENDNOTE,Undirected,1960,2252.0
MAILAUTH,ZOTERO,Undirected,1961,904.0
MAILAUTH,REFWORKS,Undirected,1962,657.0
MAILAUTH,MENDREF,Undirected,1963,1225.0
MAILAUTH,PAPERS,Undirected,1964,489.0
MAILAUTH,REFME,Undirected,1965,92.0
MAILAUTH,CITAVI,Undirected,1966,200.0
MAILAUTH,REFOTHCL,Undirected,1967,691.0
MAILAUTH,ARXIV,Undirected,1968,470.0
MAILAUTH,PMC,Undirected,1969,764.0
MAILAUTH,INREP,Undirected,1970,2096.0
MAILAUTH,BIORXIV,Undirected,1971,93.0
MAILAUTH,WORKPAP,Undirected,1972,844.0
MAILAUTH,RGATESHAREPUB,Undirected,1973,3176.0
MAILAUTH,SSRN,Undirected,1974,308.0
MAILAUTH,SHAREPUBOTHCL,Undirected,1975,1053.0
MAILAUTH,GITHUB,Undirected,1976,775.0
MAILAUTH,FIGSDATA,Undirected,1977,383.0
MAILAUTH,ZENODATA,Undirected,1978,134.0
MAILAUTH,DRYAD,Undirected,1979,176.0
MAILAUTH,DATAVERSE,Undirected,1980,184.0
MAILAUTH,PANGAEA,Undirected,1981,67.0
MAILAUTH,BITBUCK,Undirected,1982,198.0
MAILAUTH,DATAOTHCL,Undirected,1983,727.0
MAILAUTH,JCRIFSEL,Undirected,1984,2089.0
MAILAUTH,DOAJ,Undirected,1985,645.0
MAILAUTH,SCOPSEL,Undirected,1986,1426.0
MAILAUTH,SHERPAROM,Undirected,1987,340.0
MAILAUTH,QOAM,Undirected,1988,87.0
MAILAUTH,SCIMAGO,Undirected,1989,644.0
MAILAUTH,JOURNALYS,Undirected,1990,295.0
MAILAUTH,JRNLOTHCL,Undirected,1991,780.0
MAILAUTH,JTOPTRAD,Undirected,1992,4229.0
MAILAUTH,JTOPOA,Undirected,1993,1968.0
MAILAUTH,MEGATRAD,Undirected,1994,1462.0
MAILAUTH,MEGAOA,Undirected,1995,1215.0
MAILAUTH,DATAJRNL,Undirected,1996,115.0
MAILAUTH,WINNOWER,Undirected,1997,51.0
MAILAUTH,F1000RES,Undirected,1998,155.0
MAILAUTH,PUBLOTHCL,Undirected,1999,416.0
MAILAUTH,SPEAKER,Undirected,2000,77.0
MAILAUTH,SLIDSHA,Undirected,2001,1058.0
MAILAUTH,F1000POS,Undirected,2002,140.0
MAILAUTH,SCIOPPO,Undirected,2003,156.0
MAILAUTH,FIGSPOST,Undirected,2004,321.0
MAILAUTH,ZENOPOST,Undirected,2005,69.0
MAILAUTH,VIMEO,Undirected,2006,314.0
MAILAUTH,POSTOTHCL,Undirected,2007,666.0
MAILAUTH,WIKIPEDIA,Undirected,2008,987.0
MAILAUTH,RESBLOG,Undirected,2009,306.0
MAILAUTH,WORDPRESS,Undirected,2010,1061.0
MAILAUTH,KUDOS,Undirected,2011,172.0
MAILAUTH,FAMELAB,Undirected,2012,46.0
MAILAUTH,PINTSCI,Undirected,2013,60.0
MAILAUTH,TWITTER,Undirected,2014,1873.0
MAILAUTH,TELLOTHCL,Undirected,2015,1072.0
MAILAUTH,SCHOLARCIT,Undirected,2016,3424.0
MAILAUTH,RGATEPROF,Undirected,2017,3772.0
MAILAUTH,ORCID,Undirected,2018,2048.0
MAILAUTH,ACADEMIA,Undirected,2019,1949.0
MAILAUTH,RESID,Undirected,2020,975.0
MAILAUTH,INSTPAGE,Undirected,2021,1828.0
MAILAUTH,MYSCIWORK,Undirected,2022,57.0
MAILAUTH,RESPROFOTHCL,Undirected,2023,456.0
MAILAUTH,PERRSCI,Undirected,2024,201.0
MAILAUTH,PUBLONS,Undirected,2025,238.0
MAILAUTH,PMCCOMMONS,Undirected,2026,290.0
MAILAUTH,PUBPEER,Undirected,2027,183.0
MAILAUTH,PAPARCRIT,Undirected,2028,103.0
MAILAUTH,RUBRIQ,Undirected,2029,38.0
MAILAUTH,KARMA,Undirected,2030,52.0
MAILAUTH,PROTHCL,Undirected,2031,156.0
MAILAUTH,JCRIFIMP,Undirected,2032,2182.0
MAILAUTH,ALTMETRIC,Undirected,2033,872.0
MAILAUTH,SCOPID,Undirected,2034,1861.0
MAILAUTH,IMPSTOR,Undirected,2035,214.0
MAILAUTH,PLOSALM,Undirected,2036,469.0
MAILAUTH,WOSIMP,Undirected,2037,2302.0
MAILAUTH,HARZPOP,Undirected,2038,222.0
MAILAUTH,IMPACTOTHCL,Undirected,2039,462.0
ACCESSOTHCL,ACCESSOTHCL,Undirected,2055,2933.0
ACCESSOTHCL,GSCHOLALERT,Undirected,2056,1449.0
ACCESSOTHCL,JRNLTOCS,Undirected,2057,465.0
ACCESSOTHCL,BROWZINE,Undirected,2058,51.0
ACCESSOTHCL,MENDALERT,Undirected,2059,219.0
ACCESSOTHCL,F1000PRI,Undirected,2060,65.0
ACCESSOTHCL,SPARRHO,Undirected,2061,19.0
ACCESSOTHCL,RGATEALERT,Undirected,2062,1085.0
ACCESSOTHCL,ALERTOTHCL,Undirected,2063,1083.0
ACCESSOTHCL,ACROBAT,Undirected,2064,2508.0
ACCESSOTHCL,HTMLVIEW,Undirected,2065,1311.0
ACCESSOTHCL,IANNOTATE,Undirected,2066,82.0
ACCESSOTHCL,READCUBE,Undirected,2067,159.0
ACCESSOTHCL,UTOPDOCS,Undirected,2068,20.0
ACCESSOTHCL,MENDREAD,Undirected,2069,425.0
ACCESSOTHCL,HYPOTHES,Undirected,2070,40.0
ACCESSOTHCL,READOTHCL,Undirected,2071,846.0
ACCESSOTHCL,RTOOL,Undirected,2072,564.0
ACCESSOTHCL,SPSS,Undirected,2073,830.0
ACCESSOTHCL,MATLAB,Undirected,2074,357.0
ACCESSOTHCL,EXCEL,Undirected,2075,1909.0
ACCESSOTHCL,IPYTHON,Undirected,2076,164.0
ACCESSOTHCL,ROPENSCI,Undirected,2077,57.0
ACCESSOTHCL,DHBOX,Undirected,2078,12.0
ACCESSOTHCL,ANALYZOTHCL,Undirected,2079,1176.0
ACCESSOTHCL,OPSCIFRAM,Undirected,2080,155.0
ACCESSOTHCL,MYEXP,Undirected,2081,26.0
ACCESSOTHCL,BENCHLING,Undirected,2082,7.0
ACCESSOTHCL,PROTOCIO,Undirected,2083,39.0
ACCESSOTHCL,BENCHFLY,Undirected,2084,11.0
ACCESSOTHCL,SCIPROT,Undirected,2085,55.0
ACCESSOTHCL,PROTOCONL,Undirected,2086,34.0
ACCESSOTHCL,NOTEOTHCL,Undirected,2087,739.0
ACCESSOTHCL,WORD,Undirected,2088,2529.0
ACCESSOTHCL,GTDRIVE,Undirected,2089,1118.0
ACCESSOTHCL,AUTHOREA,Undirected,2090,36.0
ACCESSOTHCL,LATEX,Undirected,2091,651.0
ACCESSOTHCL,SCRIVEN,Undirected,2092,125.0
ACCESSOTHCL,OVERLEAF,Undirected,2093,85.0
ACCESSOTHCL,SCALAR,Undirected,2094,14.0
ACCESSOTHCL,WRITEOTHCL,Undirected,2095,556.0
ACCESSOTHCL,ENDNOTE,Undirected,2096,906.0
ACCESSOTHCL,ZOTERO,Undirected,2097,584.0
ACCESSOTHCL,REFWORKS,Undirected,2098,289.0
ACCESSOTHCL,MENDREF,Undirected,2099,596.0
ACCESSOTHCL,PAPERS,Undirected,2100,201.0
ACCESSOTHCL,REFME,Undirected,2101,35.0
ACCESSOTHCL,CITAVI,Undirected,2102,89.0
ACCESSOTHCL,REFOTHCL,Undirected,2103,538.0
ACCESSOTHCL,ARXIV,Undirected,2104,350.0
ACCESSOTHCL,PMC,Undirected,2105,247.0
ACCESSOTHCL,INREP,Undirected,2106,1069.0
ACCESSOTHCL,BIORXIV,Undirected,2107,46.0
ACCESSOTHCL,WORKPAP,Undirected,2108,373.0
ACCESSOTHCL,RGATESHAREPUB,Undirected,2109,1296.0
ACCESSOTHCL,SSRN,Undirected,2110,145.0
ACCESSOTHCL,SHAREPUBOTHCL,Undirected,2111,978.0
ACCESSOTHCL,GITHUB,Undirected,2112,467.0
ACCESSOTHCL,FIGSDATA,Undirected,2113,243.0
ACCESSOTHCL,ZENODATA,Undirected,2114,88.0
ACCESSOTHCL,DRYAD,Undirected,2115,74.0
ACCESSOTHCL,DATAVERSE,Undirected,2116,82.0
ACCESSOTHCL,PANGAEA,Undirected,2117,21.0
ACCESSOTHCL,BITBUCK,Undirected,2118,104.0
ACCESSOTHCL,DATAOTHCL,Undirected,2119,496.0
ACCESSOTHCL,JCRIFSEL,Undirected,2120,752.0
ACCESSOTHCL,DOAJ,Undirected,2121,384.0
ACCESSOTHCL,SCOPSEL,Undirected,2122,557.0
ACCESSOTHCL,SHERPAROM,Undirected,2123,268.0
ACCESSOTHCL,QOAM,Undirected,2124,35.0
ACCESSOTHCL,SCIMAGO,Undirected,2125,316.0
ACCESSOTHCL,JOURNALYS,Undirected,2126,87.0
ACCESSOTHCL,JRNLOTHCL,Undirected,2127,575.0
ACCESSOTHCL,JTOPTRAD,Undirected,2128,1959.0
ACCESSOTHCL,JTOPOA,Undirected,2129,823.0
ACCESSOTHCL,MEGATRAD,Undirected,2130,564.0
ACCESSOTHCL,MEGAOA,Undirected,2131,484.0
ACCESSOTHCL,DATAJRNL,Undirected,2132,37.0
ACCESSOTHCL,WINNOWER,Undirected,2133,27.0
ACCESSOTHCL,F1000RES,Undirected,2134,71.0
ACCESSOTHCL,PUBLOTHCL,Undirected,2135,400.0
ACCESSOTHCL,SPEAKER,Undirected,2136,34.0
ACCESSOTHCL,SLIDSHA,Undirected,2137,573.0
ACCESSOTHCL,F1000POS,Undirected,2138,59.0
ACCESSOTHCL,SCIOPPO,Undirected,2139,34.0
ACCESSOTHCL,FIGSPOST,Undirected,2140,178.0
ACCESSOTHCL,ZENOPOST,Undirected,2141,40.0
ACCESSOTHCL,VIMEO,Undirected,2142,148.0
ACCESSOTHCL,POSTOTHCL,Undirected,2143,503.0
ACCESSOTHCL,WIKIPEDIA,Undirected,2144,452.0
ACCESSOTHCL,RESBLOG,Undirected,2145,116.0
ACCESSOTHCL,WORDPRESS,Undirected,2146,570.0
ACCESSOTHCL,KUDOS,Undirected,2147,71.0
ACCESSOTHCL,FAMELAB,Undirected,2148,14.0
ACCESSOTHCL,PINTSCI,Undirected,2149,20.0
ACCESSOTHCL,TWITTER,Undirected,2150,1084.0
ACCESSOTHCL,TELLOTHCL,Undirected,2151,766.0
ACCESSOTHCL,SCHOLARCIT,Undirected,2152,1644.0
ACCESSOTHCL,RGATEPROF,Undirected,2153,1622.0
ACCESSOTHCL,ORCID,Undirected,2154,1022.0
ACCESSOTHCL,ACADEMIA,Undirected,2155,1214.0
ACCESSOTHCL,RESID,Undirected,2156,440.0
ACCESSOTHCL,INSTPAGE,Undirected,2157,1017.0
ACCESSOTHCL,MYSCIWORK,Undirected,2158,17.0
ACCESSOTHCL,RESPROFOTHCL,Undirected,2159,376.0
ACCESSOTHCL,PERRSCI,Undirected,2160,63.0
ACCESSOTHCL,PUBLONS,Undirected,2161,87.0
ACCESSOTHCL,PMCCOMMONS,Undirected,2162,123.0
ACCESSOTHCL,PUBPEER,Undirected,2163,88.0
ACCESSOTHCL,PAPARCRIT,Undirected,2164,30.0
ACCESSOTHCL,RUBRIQ,Undirected,2165,8.0
ACCESSOTHCL,KARMA,Undirected,2166,18.0
ACCESSOTHCL,PROTHCL,Undirected,2167,148.0
ACCESSOTHCL,JCRIFIMP,Undirected,2168,854.0
ACCESSOTHCL,ALTMETRIC,Undirected,2169,478.0
ACCESSOTHCL,SCOPID,Undirected,2170,774.0
ACCESSOTHCL,IMPSTOR,Undirected,2171,138.0
ACCESSOTHCL,PLOSALM,Undirected,2172,204.0
ACCESSOTHCL,WOSIMP,Undirected,2173,918.0
ACCESSOTHCL,HARZPOP,Undirected,2174,131.0
ACCESSOTHCL,IMPACTOTHCL,Undirected,2175,388.0
GSCHOLALERT,GSCHOLALERT,Undirected,2192,10051.0
GSCHOLALERT,JRNLTOCS,Undirected,2193,1289.0
GSCHOLALERT,BROWZINE,Undirected,2194,218.0
GSCHOLALERT,MENDALERT,Undirected,2195,990.0
GSCHOLALERT,F1000PRI,Undirected,2196,194.0
GSCHOLALERT,SPARRHO,Undirected,2197,74.0
GSCHOLALERT,RGATEALERT,Undirected,2198,4498.0
GSCHOLALERT,ALERTOTHCL,Undirected,2199,1636.0
GSCHOLALERT,ACROBAT,Undirected,2200,9064.0
GSCHOLALERT,HTMLVIEW,Undirected,2201,4135.0
GSCHOLALERT,IANNOTATE,Undirected,2202,307.0
GSCHOLALERT,READCUBE,Undirected,2203,671.0
GSCHOLALERT,UTOPDOCS,Undirected,2204,67.0
GSCHOLALERT,MENDREAD,Undirected,2205,1613.0
GSCHOLALERT,HYPOTHES,Undirected,2206,132.0
GSCHOLALERT,READOTHCL,Undirected,2207,1532.0
GSCHOLALERT,RTOOL,Undirected,2208,1999.0
GSCHOLALERT,SPSS,Undirected,2209,3568.0
GSCHOLALERT,MATLAB,Undirected,2210,1729.0
GSCHOLALERT,EXCEL,Undirected,2211,7251.0
GSCHOLALERT,IPYTHON,Undirected,2212,488.0
