Source,Target,Type,id,weight
SCOPSEARCH,OABUT,Undirected,284,1951.0
SCOPSEARCH,DEEPDYVE,Undirected,285,59.0
SCOPSEARCH,MAILAUTH,Undirected,286,1819.0
SCOPSEARCH,ACCESSOTHCL,Undirected,287,733.0
SCOPSEARCH,GSCHOLALERT,Undirected,288,2938.0
SCOPSEARCH,JRNLTOCS,Undirected,289,1037.0
SCOPSEARCH,BROWZINE,Undirected,290,150.0
SCOPSEARCH,MENDALERT,Undirected,291,607.0
SCOPSEARCH,F1000PRI,Undirected,292,131.0
SCOPSEARCH,SPARRHO,Undirected,293,32.0
SCOPSEARCH,RGATEALERT,Undirected,294,2794.0
SCOPSEARCH,ALERTOTHCL,Undirected,295,1246.0
SCOPSEARCH,ACROBAT,Undirected,296,4926.0
SCOPSEARCH,HTMLVIEW,Undirected,297,2358.0
SCOPSEARCH,IANNOTATE,Undirected,298,148.0
SCOPSEARCH,READCUBE,Undirected,299,441.0
SCOPSEARCH,UTOPDOCS,Undirected,300,42.0
SCOPSEARCH,MENDREAD,Undirected,301,997.0
SCOPSEARCH,HYPOTHES,Undirected,302,54.0
SCOPSEARCH,READOTHCL,Undirected,303,736.0
SCOPSEARCH,RTOOL,Undirected,304,933.0
SCOPSEARCH,SPSS,Undirected,305,2147.0
SCOPSEARCH,MATLAB,Undirected,306,976.0
SCOPSEARCH,EXCEL,Undirected,307,4174.0
SCOPSEARCH,IPYTHON,Undirected,308,147.0
SCOPSEARCH,ROPENSCI,Undirected,309,131.0
SCOPSEARCH,DHBOX,Undirected,310,29.0
SCOPSEARCH,ANALYZOTHCL,Undirected,311,1735.0
SCOPSEARCH,OPSCIFRAM,Undirected,312,451.0
SCOPSEARCH,MYEXP,Undirected,313,120.0
SCOPSEARCH,BENCHLING,Undirected,314,39.0
SCOPSEARCH,PROTOCIO,Undirected,315,110.0
SCOPSEARCH,BENCHFLY,Undirected,316,31.0
SCOPSEARCH,SCIPROT,Undirected,317,239.0
SCOPSEARCH,PROTOCONL,Undirected,318,138.0
SCOPSEARCH,NOTEOTHCL,Undirected,319,813.0
SCOPSEARCH,WORD,Undirected,320,5066.0
SCOPSEARCH,GTDRIVE,Undirected,321,2025.0
SCOPSEARCH,AUTHOREA,Undirected,322,67.0
SCOPSEARCH,LATEX,Undirected,323,902.0
SCOPSEARCH,SCRIVEN,Undirected,324,130.0
SCOPSEARCH,OVERLEAF,Undirected,325,106.0
SCOPSEARCH,SCALAR,Undirected,326,31.0
SCOPSEARCH,WRITEOTHCL,Undirected,327,516.0
SCOPSEARCH,ENDNOTE,Undirected,328,2407.0
SCOPSEARCH,ZOTERO,Undirected,329,812.0
SCOPSEARCH,REFWORKS,Undirected,330,877.0
SCOPSEARCH,MENDREF,Undirected,331,1455.0
SCOPSEARCH,PAPERS,Undirected,332,429.0
SCOPSEARCH,REFME,Undirected,333,116.0
SCOPSEARCH,CITAVI,Undirected,334,142.0
SCOPSEARCH,REFOTHCL,Undirected,335,451.0
SCOPSEARCH,ARXIV,Undirected,336,419.0
SCOPSEARCH,PMC,Undirected,337,643.0
SCOPSEARCH,INREP,Undirected,338,2245.0
SCOPSEARCH,BIORXIV,Undirected,339,56.0
SCOPSEARCH,WORKPAP,Undirected,340,677.0
SCOPSEARCH,RGATESHAREPUB,Undirected,341,3105.0
SCOPSEARCH,SSRN,Undirected,342,318.0
SCOPSEARCH,SHAREPUBOTHCL,Undirected,343,805.0
SCOPSEARCH,GITHUB,Undirected,344,578.0
SCOPSEARCH,FIGSDATA,Undirected,345,438.0
SCOPSEARCH,ZENODATA,Undirected,346,147.0
SCOPSEARCH,DRYAD,Undirected,347,170.0
SCOPSEARCH,DATAVERSE,Undirected,348,209.0
SCOPSEARCH,PANGAEA,Undirected,349,75.0
SCOPSEARCH,BITBUCK,Undirected,350,121.0
SCOPSEARCH,DATAOTHCL,Undirected,351,600.0
SCOPSEARCH,JCRIFSEL,Undirected,352,2410.0
SCOPSEARCH,DOAJ,Undirected,353,900.0
SCOPSEARCH,SCOPSEL,Undirected,354,2915.0
SCOPSEARCH,SHERPAROM,Undirected,355,522.0
SCOPSEARCH,QOAM,Undirected,356,88.0
SCOPSEARCH,SCIMAGO,Undirected,357,1192.0
SCOPSEARCH,JOURNALYS,Undirected,358,273.0
SCOPSEARCH,JRNLOTHCL,Undirected,359,600.0
SCOPSEARCH,JTOPTRAD,Undirected,360,4216.0
SCOPSEARCH,JTOPOA,Undirected,361,1673.0
SCOPSEARCH,MEGATRAD,Undirected,362,1529.0
SCOPSEARCH,MEGAOA,Undirected,363,980.0
SCOPSEARCH,DATAJRNL,Undirected,364,95.0
SCOPSEARCH,WINNOWER,Undirected,365,32.0
SCOPSEARCH,F1000RES,Undirected,366,133.0
SCOPSEARCH,PUBLOTHCL,Undirected,367,348.0
SCOPSEARCH,SPEAKER,Undirected,368,76.0
SCOPSEARCH,SLIDSHA,Undirected,369,1243.0
SCOPSEARCH,F1000POS,Undirected,370,139.0
SCOPSEARCH,SCIOPPO,Undirected,371,165.0
SCOPSEARCH,FIGSPOST,Undirected,372,350.0
SCOPSEARCH,ZENOPOST,Undirected,373,80.0
SCOPSEARCH,VIMEO,Undirected,374,273.0
SCOPSEARCH,POSTOTHCL,Undirected,375,492.0
SCOPSEARCH,WIKIPEDIA,Undirected,376,914.0
SCOPSEARCH,RESBLOG,Undirected,377,339.0
SCOPSEARCH,WORDPRESS,Undirected,378,881.0
SCOPSEARCH,KUDOS,Undirected,379,206.0
SCOPSEARCH,FAMELAB,Undirected,380,59.0
SCOPSEARCH,PINTSCI,Undirected,381,56.0
SCOPSEARCH,TWITTER,Undirected,382,1632.0
SCOPSEARCH,TELLOTHCL,Undirected,383,806.0
SCOPSEARCH,SCHOLARCIT,Undirected,384,3474.0
SCOPSEARCH,RGATEPROF,Undirected,385,3808.0
SCOPSEARCH,ORCID,Undirected,386,2562.0
SCOPSEARCH,ACADEMIA,Undirected,387,1874.0
SCOPSEARCH,RESID,Undirected,388,1317.0
SCOPSEARCH,INSTPAGE,Undirected,389,1563.0
SCOPSEARCH,MYSCIWORK,Undirected,390,54.0
SCOPSEARCH,RESPROFOTHCL,Undirected,391,398.0
SCOPSEARCH,PERRSCI,Undirected,392,278.0
SCOPSEARCH,PUBLONS,Undirected,393,261.0
SCOPSEARCH,PMCCOMMONS,Undirected,394,318.0
SCOPSEARCH,PUBPEER,Undirected,395,201.0
SCOPSEARCH,PAPARCRIT,Undirected,396,130.0
SCOPSEARCH,RUBRIQ,Undirected,397,53.0
SCOPSEARCH,KARMA,Undirected,398,58.0
SCOPSEARCH,PROTHCL,Undirected,399,128.0
SCOPSEARCH,JCRIFIMP,Undirected,400,2601.0
SCOPSEARCH,ALTMETRIC,Undirected,401,1044.0
SCOPSEARCH,SCOPID,Undirected,402,3637.0
SCOPSEARCH,IMPSTOR,Undirected,403,254.0
SCOPSEARCH,PLOSALM,Undirected,404,419.0
SCOPSEARCH,WOSIMP,Undirected,405,2803.0
SCOPSEARCH,HARZPOP,Undirected,406,286.0
SCOPSEARCH,IMPACTOTHCL,Undirected,407,403.0
MENDSEARCH,MENDSEARCH,Undirected,411,2749.0
MENDSEARCH,WORLDCAT,Undirected,412,386.0
MENDSEARCH,PUBMED,Undirected,413,1221.0
MENDSEARCH,PAPERI,Undirected,414,74.0
MENDSEARCH,SEARCHOTHCL,Undirected,415,983.0
MENDSEARCH,INSTACC,Undirected,416,2435.0
MENDSEARCH,PAYVIEW,Undirected,417,326.0
MENDSEARCH,RGATEACCESS,Undirected,418,1717.0
MENDSEARCH,RES4LIFE,Undirected,419,64.0
MENDSEARCH,OABUT,Undirected,420,1058.0
MENDSEARCH,DEEPDYVE,Undirected,421,49.0
MENDSEARCH,MAILAUTH,Undirected,422,907.0
MENDSEARCH,ACCESSOTHCL,Undirected,423,418.0
MENDSEARCH,GSCHOLALERT,Undirected,424,1607.0
MENDSEARCH,JRNLTOCS,Undirected,425,395.0
MENDSEARCH,BROWZINE,Undirected,426,73.0
MENDSEARCH,MENDALERT,Undirected,427,1065.0
MENDSEARCH,F1000PRI,Undirected,428,89.0
MENDSEARCH,SPARRHO,Undirected,429,40.0
MENDSEARCH,RGATEALERT,Undirected,430,1328.0
MENDSEARCH,ALERTOTHCL,Undirected,431,570.0
MENDSEARCH,ACROBAT,Undirected,432,2338.0
MENDSEARCH,HTMLVIEW,Undirected,433,1006.0
MENDSEARCH,IANNOTATE,Undirected,434,107.0
MENDSEARCH,READCUBE,Undirected,435,251.0
MENDSEARCH,UTOPDOCS,Undirected,436,31.0
MENDSEARCH,MENDREAD,Undirected,437,1897.0
MENDSEARCH,HYPOTHES,Undirected,438,55.0
MENDSEARCH,READOTHCL,Undirected,439,405.0
MENDSEARCH,RTOOL,Undirected,440,793.0
MENDSEARCH,SPSS,Undirected,441,1000.0
MENDSEARCH,MATLAB,Undirected,442,538.0
MENDSEARCH,EXCEL,Undirected,443,2086.0
MENDSEARCH,IPYTHON,Undirected,444,203.0
MENDSEARCH,ROPENSCI,Undirected,445,77.0
MENDSEARCH,DHBOX,Undirected,446,20.0
MENDSEARCH,ANALYZOTHCL,Undirected,447,904.0
MENDSEARCH,OPSCIFRAM,Undirected,448,226.0
MENDSEARCH,MYEXP,Undirected,449,53.0
MENDSEARCH,BENCHLING,Undirected,450,17.0
MENDSEARCH,PROTOCIO,Undirected,451,52.0
MENDSEARCH,BENCHFLY,Undirected,452,24.0
MENDSEARCH,SCIPROT,Undirected,453,90.0
MENDSEARCH,PROTOCONL,Undirected,454,61.0
MENDSEARCH,NOTEOTHCL,Undirected,455,482.0
MENDSEARCH,WORD,Undirected,456,2472.0
MENDSEARCH,GTDRIVE,Undirected,457,1304.0
MENDSEARCH,AUTHOREA,Undirected,458,62.0
MENDSEARCH,LATEX,Undirected,459,711.0
MENDSEARCH,SCRIVEN,Undirected,460,128.0
MENDSEARCH,OVERLEAF,Undirected,461,126.0
MENDSEARCH,SCALAR,Undirected,462,22.0
MENDSEARCH,WRITEOTHCL,Undirected,463,331.0
MENDSEARCH,ENDNOTE,Undirected,464,812.0
MENDSEARCH,ZOTERO,Undirected,465,515.0
MENDSEARCH,REFWORKS,Undirected,466,363.0
MENDSEARCH,MENDREF,Undirected,467,2269.0
MENDSEARCH,PAPERS,Undirected,468,147.0
MENDSEARCH,REFME,Undirected,469,74.0
MENDSEARCH,CITAVI,Undirected,470,75.0
MENDSEARCH,REFOTHCL,Undirected,471,217.0
MENDSEARCH,ARXIV,Undirected,472,305.0
MENDSEARCH,PMC,Undirected,473,328.0
MENDSEARCH,INREP,Undirected,474,1002.0
MENDSEARCH,BIORXIV,Undirected,475,63.0
MENDSEARCH,WORKPAP,Undirected,476,321.0
MENDSEARCH,RGATESHAREPUB,Undirected,477,1490.0
MENDSEARCH,SSRN,Undirected,478,143.0
MENDSEARCH,SHAREPUBOTHCL,Undirected,479,420.0
MENDSEARCH,GITHUB,Undirected,480,588.0
MENDSEARCH,FIGSDATA,Undirected,481,273.0
MENDSEARCH,ZENODATA,Undirected,482,91.0
